Repo ID,NumberOfCommits,Commit Dates,Lines added,Lines removed,Max change sets,Average change sets,Max code churn,Average code churn,Count of Contributor,Count of Minor Contributor,ContributionPerContributor,Hunk Count
<<<<<<< HEAD
95716767,9,2021-01-01 13:11:03+00:00$2021-01-08 11:34:22+00:00$2021-05-11 17:41:13+01:00$2021-05-11 17:41:29+01:00$2021-05-11 17:41:45+01:00$2021-05-11 17:42:04+01:00$2021-05-11 17:42:18+01:00$2021-05-11 17:42:41+01:00$2021-05-11 17:42:56+01:00,243,11,10,2.0,205,25.77777777777778,1,0,KevinNiland:100.0,13.5
=======
67767568,28,2020-11-13 14:13:43+00:00$2020-11-13 17:19:36+00:00$2020-11-14 01:53:04+00:00$2020-11-14 02:25:09+00:00$2020-11-14 03:19:54+00:00$2020-11-14 03:27:25+00:00$2020-11-14 03:28:21+00:00$2020-11-14 03:31:03+00:00$2020-11-14 12:42:29+00:00$2020-11-14 12:43:20+00:00$2020-11-14 21:42:13+00:00$2020-11-14 21:42:27+00:00$2020-11-14 21:55:20+00:00$2020-11-14 21:57:24+00:00$2020-11-14 22:26:13+00:00$2020-11-14 22:46:26+00:00$2020-11-14 22:57:14+00:00$2020-11-14 22:58:51+00:00$2020-11-14 22:59:21+00:00$2020-11-14 22:59:57+00:00$2020-11-14 23:03:05+00:00$2020-11-15 00:13:46+00:00$2020-11-15 00:15:05+00:00$2020-11-15 00:20:22+00:00$2020-11-15 00:20:53+00:00$2020-11-15 00:22:16+00:00$2020-11-15 19:47:51+00:00$2020-11-16 00:25:06+00:00,2458,514,18,3.25,815,69.42857142857143,1,0,KevinNiland:100.0,105.0
>>>>>>> JinyuBranch
